	Symbol_hg	Symbol_mm	ID
12671	RASGRP4	Rasgrp4	RASGRP4_Rasgrp4
12672	NECAP2	Necap2	NECAP2_Necap2
12673	ATOH8	Atoh8	ATOH8_Atoh8
12674	CLCA2	Clca2	CLCA2_Clca2
12675	LCN2	Lcn2	LCN2_Lcn2
12676	FXR1	Fxr1	FXR1_Fxr1
12677	CCDC186	Ccdc186	CCDC186_Ccdc186
12678	IQANK1	Iqank1	IQANK1_Iqank1
12679	CPB2	Cpb2	CPB2_Cpb2
12680	RANBP3L	Ranbp3l	RANBP3L_Ranbp3l
12681	ARHGEF28	Arhgef28	ARHGEF28_Arhgef28
12682	EMILIN1	Emilin1	EMILIN1_Emilin1
12683	ABLIM2	Ablim2	ABLIM2_Ablim2
12684	PCBP3	Pcbp3	PCBP3_Pcbp3
12685	TMEM106A	Tmem106a	TMEM106A_Tmem106a
12686	RAB13	Rab13	RAB13_Rab13
12687	DNAH2	Dnah2	DNAH2_Dnah2
12688	PRDX5	Prdx5	PRDX5_Prdx5
12689	LRRN4CL	Lrrn4cl	LRRN4CL_Lrrn4cl
12690	PHF13	Phf13	PHF13_Phf13
12691	CALCR	Calcr	CALCR_Calcr
12692	KCNU1	Kcnu1	KCNU1_Kcnu1
12693	VAV1	Vav1	VAV1_Vav1
12694	SETD2	Setd2	SETD2_Setd2
12695	ZNF367	Zfp367	ZNF367_Zfp367
12696	GAREM2	Garem2	GAREM2_Garem2
12697	OR10AG1	Olfr1123	OR10AG1_Olfr1123
12698	IDE	Ide	IDE_Ide
12699	LDB3	Ldb3	LDB3_Ldb3
12700	HCN4	Hcn4	HCN4_Hcn4
12701	IGFL3	Igfl3	IGFL3_Igfl3
12702	ECI2	Eci2	ECI2_Eci2
12703	MAGOH	Magoh	MAGOH_Magoh
12704	SIDT2	Sidt2	SIDT2_Sidt2
12705	IFT140	Ift140	IFT140_Ift140
12706	CDT1	Cdt1	CDT1_Cdt1
12707	TBC1D17	Tbc1d17	TBC1D17_Tbc1d17
12708	ZNF213	Zfp213	ZNF213_Zfp213
12709	BST2	Bst2	BST2_Bst2
12710	KISS1R	Kiss1r	KISS1R_Kiss1r
12711	RBM12	Rbm12	RBM12_Rbm12
12712	SRRD	Srrd	SRRD_Srrd
12713	SNX15	Snx15	SNX15_Snx15
12714	COQ9	Coq9	COQ9_Coq9
12715	RHOXF1	Rhox13	RHOXF1_Rhox13
12716	TEAD4	Tead4	TEAD4_Tead4
12717	HSP90AB1	Hsp90ab1	HSP90AB1_Hsp90ab1
12718	SPACA5	Spaca5	SPACA5_Spaca5
12719	ANKRD17	Ankrd17	ANKRD17_Ankrd17
12720	RBFOX1	Rbfox1	RBFOX1_Rbfox1
12721	UBE2A	Ube2a	UBE2A_Ube2a
12722	TOB1	Tob1	TOB1_Tob1
12723	SATB1	Satb1	SATB1_Satb1
12724	ZBTB49	Zbtb49	ZBTB49_Zbtb49
12725	ABCB4	Abcb4	ABCB4_Abcb4
12726	TM4SF5	Tm4sf5	TM4SF5_Tm4sf5
12727	AVEN	Aven	AVEN_Aven
12728	NUDT17	Nudt17	NUDT17_Nudt17
12729	ANKRD13B	Ankrd13b	ANKRD13B_Ankrd13b
12730	SLC35C1	Slc35c1	SLC35C1_Slc35c1
12731	GATA4	Gata4	GATA4_Gata4
12732	TRIM27	Trim27	TRIM27_Trim27
12733	PDCD1LG2	Pdcd1lg2	PDCD1LG2_Pdcd1lg2
12734	DCTN5	Dctn5	DCTN5_Dctn5
12735	BECN1	Becn1	BECN1_Becn1
12736	NCAPD2	Ncapd2	NCAPD2_Ncapd2
12737	CLN8	Cln8	CLN8_Cln8
12738	OR2A4	Olfr13	OR2A4_Olfr13
12739	TBL2	Tbl2	TBL2_Tbl2
12740	ITGA8	Itga8	ITGA8_Itga8
12741	LYPD6	Lypd6	LYPD6_Lypd6
12742	OR51T1	Olfr574	OR51T1_Olfr574
12743	CRY2	Cry2	CRY2_Cry2
12744	UBA5	Uba5	UBA5_Uba5
12745	NOD1	Nod1	NOD1_Nod1
12746	SRPK1	Srpk1	SRPK1_Srpk1
12747	LIPI	Lipi	LIPI_Lipi
12748	MYO15A	Myo15	MYO15A_Myo15
12749	SDHD	Sdhd	SDHD_Sdhd
12750	OR2AG1	Olfr705	OR2AG1_Olfr705
12751	ARHGAP5	Arhgap5	ARHGAP5_Arhgap5
12752	MYLK4	Mylk4	MYLK4_Mylk4
12753	YBX1	Ybx1	YBX1_Ybx1
12754	CORO2B	Coro2b	CORO2B_Coro2b
12755	PDGFA	Pdgfa	PDGFA_Pdgfa
12756	DNAAF4	Dnaaf4	DNAAF4_Dnaaf4
12757	MED1	Med1	MED1_Med1
12758	TSSC4	Tssc4	TSSC4_Tssc4
12759	SNTN	Sntn	SNTN_Sntn
12760	FER1L6	Fer1l6	FER1L6_Fer1l6
12761	TAS2R1	Tas2r119	TAS2R1_Tas2r119
12762	NUP62CL	Nup62cl	NUP62CL_Nup62cl
12763	NUDT11	Nudt11	NUDT11_Nudt11
12764	RTN1	Rtn1	RTN1_Rtn1
12765	VIP	Vip	VIP_Vip
12766	ADAM30	Adam30	ADAM30_Adam30
12767	IZUMO3	Izumo3	IZUMO3_Izumo3
12768	NDUFAF5	Ndufaf5	NDUFAF5_Ndufaf5
12769	CLVS1	Clvs1	CLVS1_Clvs1
12770	SFT2D2	Sft2d2	SFT2D2_Sft2d2
12771	POLE4	Pole4	POLE4_Pole4
12772	HOXD10	Hoxd10	HOXD10_Hoxd10
12773	CPNE3	Cpne3	CPNE3_Cpne3
12774	VNN2	Vnn3	VNN2_Vnn3
12775	DOCK4	Dock4	DOCK4_Dock4
12776	PRKCG	Prkcg	PRKCG_Prkcg
12777	SLC16A11	Slc16a11	SLC16A11_Slc16a11
12778	AWAT2	Awat2	AWAT2_Awat2
12779	RAG2	Rag2	RAG2_Rag2
12780	CCDC85A	Ccdc85a	CCDC85A_Ccdc85a
12781	GPSM2	Gpsm2	GPSM2_Gpsm2
12782	CTSW	Ctsw	CTSW_Ctsw
12783	RNF138	Rnf138	RNF138_Rnf138
12784	MAP2K1	Map2k1	MAP2K1_Map2k1
12785	SLC26A2	Slc26a2	SLC26A2_Slc26a2
12786	SND1	Snd1	SND1_Snd1
12787	SFTPB	Sftpb	SFTPB_Sftpb
12788	UBP1	Ubp1	UBP1_Ubp1
12789	FOXH1	Foxh1	FOXH1_Foxh1
12790	PYM1	Pym1	PYM1_Pym1
12791	LY6G6C	Ly6g6c	LY6G6C_Ly6g6c
12792	CDH5	Cdh5	CDH5_Cdh5
12793	ATG14	Atg14	ATG14_Atg14
12794	TBC1D21	Tbc1d21	TBC1D21_Tbc1d21
12795	PALM	Palm	PALM_Palm
12796	NOP56	Nop56	NOP56_Nop56
12797	FAM102B	Fam102b	FAM102B_Fam102b
12798	TNNT2	Tnnt2	TNNT2_Tnnt2
12799	EMX2	Emx2	EMX2_Emx2
12800	E2F2	E2f2	E2F2_E2f2
12801	AK5	Ak5	AK5_Ak5
12802	COL6A5	Col6a5	COL6A5_Col6a5
12803	DLX2	Dlx2	DLX2_Dlx2
12804	KIF2B	Kif2b	KIF2B_Kif2b
12805	SPRYD4	Spryd4	SPRYD4_Spryd4
12806	CS	Cs	CS_Cs
12807	AMIGO3	Amigo3	AMIGO3_Amigo3
12808	EI24	Ei24	EI24_Ei24
12809	FAM174C	Fam174c	FAM174C_Fam174c
12810	ILRUN	Ilrun	ILRUN_Ilrun
12811	OCIAD1	Ociad1	OCIAD1_Ociad1
12812	BNIPL	Bnipl	BNIPL_Bnipl
12813	ITGA1	Itga1	ITGA1_Itga1
12814	HMGB1	Hmgb1	HMGB1_Hmgb1
12815	ZNF738	Gm10037	ZNF738_Gm10037
12816	PCK2	Pck2	PCK2_Pck2
12817	NFKBIA	Nfkbia	NFKBIA_Nfkbia
12818	EXT1	Ext1	EXT1_Ext1
12819	CAPN7	Capn7	CAPN7_Capn7
12820	TSHB	Tshb	TSHB_Tshb
12821	HIGD1B	Higd1b	HIGD1B_Higd1b
12822	MAGI1	Magi1	MAGI1_Magi1
12823	ZFP1	Zfp1	ZFP1_Zfp1
12824	DDX6	Ddx6	DDX6_Ddx6
12825	SYT10	Syt10	SYT10_Syt10
12826	IL7	Il7	IL7_Il7
12827	ARCN1	Arcn1	ARCN1_Arcn1
12828	MTG2	Mtg2	MTG2_Mtg2
12829	SS18	Ss18	SS18_Ss18
12830	LRRIQ1	Lrriq1	LRRIQ1_Lrriq1
12831	FPGS	Fpgs	FPGS_Fpgs
12832	CLSTN1	Clstn1	CLSTN1_Clstn1
12833	LAPTM4A	Laptm4a	LAPTM4A_Laptm4a
12834	CDC42EP2	Cdc42ep2	CDC42EP2_Cdc42ep2
12835	VCP	Vcp	VCP_Vcp
12836	TEX46	Tex46	TEX46_Tex46
12837	HDAC6	Hdac6	HDAC6_Hdac6
12838	PCDHGC4	Pcdhgc4	PCDHGC4_Pcdhgc4
12839	MORC3	Morc3	MORC3_Morc3
12840	TGFBR3	Tgfbr3	TGFBR3_Tgfbr3
12841	SNX4	Snx4	SNX4_Snx4
12842	ZNF503	Zfp503	ZNF503_Zfp503
12843	RPRM	Rprm	RPRM_Rprm
12844	GNB3	Gnb3	GNB3_Gnb3
12845	PDSS2	Pdss2	PDSS2_Pdss2
12846	NSMCE3	Nsmce3	NSMCE3_Nsmce3
12847	RFX5	Rfx5	RFX5_Rfx5
12848	CFP	Cfp	CFP_Cfp
12849	CCNB2	Ccnb2	CCNB2_Ccnb2
12850	LIN28B	Lin28b	LIN28B_Lin28b
12851	STAT5B	Stat5b	STAT5B_Stat5b
12852	WNT7B	Wnt7b	WNT7B_Wnt7b
12853	TPBG	Tpbg	TPBG_Tpbg
12854	SHBG	Shbg	SHBG_Shbg
12855	EPHA1	Epha1	EPHA1_Epha1
12856	EMC8	Emc8	EMC8_Emc8
12857	SEMA6D	Sema6d	SEMA6D_Sema6d
12858	CPSF3	Cpsf3	CPSF3_Cpsf3
12859	PEAR1	Pear1	PEAR1_Pear1
12860	KIF5B	Kif5b	KIF5B_Kif5b
12861	WHRN	Whrn	WHRN_Whrn
12862	DLAT	Dlat	DLAT_Dlat
12863	FAM114A1	Fam114a1	FAM114A1_Fam114a1
12864	GPR151	Gpr151	GPR151_Gpr151
12865	CCDC73	Ccdc73	CCDC73_Ccdc73
12866	PROZ	Proz	PROZ_Proz
12867	OGFOD1	Ogfod1	OGFOD1_Ogfod1
12868	FAXC	Faxc	FAXC_Faxc
12869	KDM8	Kdm8	KDM8_Kdm8
12870	CD4	Cd4	CD4_Cd4
12871	JCAD	Jcad	JCAD_Jcad
12872	PINK1	Pink1	PINK1_Pink1
12873	C2	C2	C2_C2
12874	IGFBP1	Igfbp1	IGFBP1_Igfbp1
12875	REPIN1	Repin1	REPIN1_Repin1
12876	CHAC2	Chac2	CHAC2_Chac2
12877	RYK	Ryk	RYK_Ryk
12878	FBXO9	Fbxo9	FBXO9_Fbxo9
12879	TUBD1	Tubd1	TUBD1_Tubd1
12880	AGO3	Ago3	AGO3_Ago3
12881	ACTR6	Actr6	ACTR6_Actr6
12882	GOT1L1	Got1l1	GOT1L1_Got1l1
12883	UBE2E2	Ube2e2	UBE2E2_Ube2e2
12884	RELL1	Rell1	RELL1_Rell1
12885	TAP1	Tap1	TAP1_Tap1
12886	TAB3	Tab3	TAB3_Tab3
12887	SPON2	Spon2	SPON2_Spon2
12888	CENPW	Cenpw	CENPW_Cenpw
12889	DCPS	Dcps	DCPS_Dcps
12890	CAPZA2	Capza2	CAPZA2_Capza2
12891	OSBPL10	Osbpl10	OSBPL10_Osbpl10
12892	LDB1	Ldb1	LDB1_Ldb1
12893	IRF8	Irf8	IRF8_Irf8
12894	CBLIF	Cblif	CBLIF_Cblif
12895	TIA1	Tia1	TIA1_Tia1
12896	CCDC7	Ccdc7b	CCDC7_Ccdc7b
12897	CXCL6	Cxcl5	CXCL6_Cxcl5
12898	MROH2B	Mroh2b	MROH2B_Mroh2b
12899	SPATC1	Spatc1	SPATC1_Spatc1
12900	HIGD2A	Higd2a	HIGD2A_Higd2a
12901	EDEM3	Edem3	EDEM3_Edem3
12902	MAF	Maf	MAF_Maf
12903	CCT2	Cct2	CCT2_Cct2
12904	SOHLH1	Sohlh1	SOHLH1_Sohlh1
12905	ALDH3B2	Aldh3b2	ALDH3B2_Aldh3b2
12906	ATP11B	Atp11b	ATP11B_Atp11b
12907	OMA1	Oma1	OMA1_Oma1
12908	RDH10	Rdh10	RDH10_Rdh10
12909	DCDC2B	Dcdc2b	DCDC2B_Dcdc2b
12910	SYNGR4	Syngr4	SYNGR4_Syngr4
12911	RANGAP1	Rangap1	RANGAP1_Rangap1
12912	C18orf63	Gm17266	C18orf63_Gm17266
12913	SHISA7	Shisa7	SHISA7_Shisa7
12914	CSTB	Cstb	CSTB_Cstb
12915	FANCC	Fancc	FANCC_Fancc
12916	SNX30	Snx30	SNX30_Snx30
12917	SELENOT	Selenot	SELENOT_Selenot
12918	MGST1	Mgst1	MGST1_Mgst1
12919	ARHGAP12	Arhgap12	ARHGAP12_Arhgap12
12920	BDNF	Bdnf	BDNF_Bdnf
12921	CNTNAP1	Cntnap1	CNTNAP1_Cntnap1
12922	ELAVL1	Elavl1	ELAVL1_Elavl1
12923	C9orf24	1110017D15Rik	C9orf24_1110017D15Rik
12924	AKAP5	Akap5	AKAP5_Akap5
12925	SMARCA4	Smarca4	SMARCA4_Smarca4
12926	C19orf47	2310022A10Rik	C19orf47_2310022A10Rik
12927	MYO15B	Myo15b	MYO15B_Myo15b
12928	PRSS21	Prss21	PRSS21_Prss21
12929	ABCB10	Abcb10	ABCB10_Abcb10
12930	TASP1	Tasp1	TASP1_Tasp1
12931	APOL6	Apol6	APOL6_Apol6
12932	S100A11	S100a11	S100A11_S100a11
12933	SSX2IP	Ssx2ip	SSX2IP_Ssx2ip
12934	TSPAN12	Tspan12	TSPAN12_Tspan12
12935	PROB1	Prob1	PROB1_Prob1
12936	PLAAT1	Plaat1	PLAAT1_Plaat1
12937	GIMAP5	Gimap5	GIMAP5_Gimap5
12938	MRPL53	Mrpl53	MRPL53_Mrpl53
12939	FMN2	Fmn2	FMN2_Fmn2
12940	CYP4F11	Cyp4f40	CYP4F11_Cyp4f40
12941	CAPN8	Capn8	CAPN8_Capn8
12942	PRTG	Prtg	PRTG_Prtg
12943	ATF2	Atf2	ATF2_Atf2
12944	TVP23A	Tvp23a	TVP23A_Tvp23a
12945	RHOBTB2	Rhobtb2	RHOBTB2_Rhobtb2
12946	MYCT1	Myct1	MYCT1_Myct1
12947	VSX1	Vsx1	VSX1_Vsx1
12948	EVA1B	Eva1b	EVA1B_Eva1b
12949	SCGB1C1	Scgb1c1	SCGB1C1_Scgb1c1
12950	TTC26	Ttc26	TTC26_Ttc26
12951	NSDHL	Nsdhl	NSDHL_Nsdhl
12952	TMEM79	Tmem79	TMEM79_Tmem79
12953	AMMECR1	Ammecr1	AMMECR1_Ammecr1
12954	COG8	Cog8	COG8_Cog8
12955	PRSS56	Prss56	PRSS56_Prss56
12956	VTA1	Vta1	VTA1_Vta1
12957	ELAC1	Elac1	ELAC1_Elac1
12958	OR7G2	Olfr845	OR7G2_Olfr845
12959	NFYA	Nfya	NFYA_Nfya
12960	ZBTB1	Zbtb1	ZBTB1_Zbtb1
12961	LOC728392	6330403K07Rik	LOC728392_6330403K07Rik
12962	NDFIP2	Ndfip2	NDFIP2_Ndfip2
12963	WNK4	Wnk4	WNK4_Wnk4
12964	ATP8A1	Atp8a1	ATP8A1_Atp8a1
12965	PPP1CB	Ppp1cb	PPP1CB_Ppp1cb
12966	BBS7	Bbs7	BBS7_Bbs7
12967	ZFPL1	Zfpl1	ZFPL1_Zfpl1
12968	RASSF8	Rassf8	RASSF8_Rassf8
12969	RRP1	Rrp1	RRP1_Rrp1
12970	CDC16	Cdc16	CDC16_Cdc16
12971	PCDHGA10	Pcdhga10	PCDHGA10_Pcdhga10
12972	IGSF9	Igsf9	IGSF9_Igsf9
12973	SLC30A7	Slc30a7	SLC30A7_Slc30a7
12974	NAE1	Nae1	NAE1_Nae1
12975	DSTN	Dstn	DSTN_Dstn
12976	TMEM132E	Tmem132e	TMEM132E_Tmem132e
12977	KLF16	Klf16	KLF16_Klf16
12978	WDR11	Wdr11	WDR11_Wdr11
12979	ADI1	Adi1	ADI1_Adi1
12980	BMP2	Bmp2	BMP2_Bmp2
12981	GRID2IP	Grid2ip	GRID2IP_Grid2ip
12982	MRPL49	Mrpl49	MRPL49_Mrpl49
12983	TDRP	Tdrp	TDRP_Tdrp
12984	BANP	Banp	BANP_Banp
12985	LIN7C	Lin7c	LIN7C_Lin7c
12986	CBS	Cbs	CBS_Cbs
12987	PTBP1	Ptbp1	PTBP1_Ptbp1
12988	CXorf38	1810030O07Rik	CXorf38_1810030O07Rik
12989	SLC39A14	Slc39a14	SLC39A14_Slc39a14
12990	SLC31A2	Slc31a2	SLC31A2_Slc31a2
12991	ADK	Adk	ADK_Adk
12992	FAM126B	Fam126b	FAM126B_Fam126b
12993	POLR3H	Polr3h	POLR3H_Polr3h
12994	HAUS6	Haus6	HAUS6_Haus6
12995	CELF6	Celf6	CELF6_Celf6
12996	CLSPN	Clspn	CLSPN_Clspn
12997	TARS2	Tars2	TARS2_Tars2
12998	PCYT1B	Pcyt1b	PCYT1B_Pcyt1b
12999	SLC43A3	Slc43a3	SLC43A3_Slc43a3
13000	CFAP92	1810020O05Rik	CFAP92_1810020O05Rik
13001	ZC2HC1C	Zc2hc1c	ZC2HC1C_Zc2hc1c
13002	FAM78A	Fam78a	FAM78A_Fam78a
13003	NAF1	Naf1	NAF1_Naf1
13004	MPHOSPH8	Mphosph8	MPHOSPH8_Mphosph8
13005	GGCX	Ggcx	GGCX_Ggcx
13006	LLGL2	Llgl2	LLGL2_Llgl2
13007	PFKFB1	Pfkfb1	PFKFB1_Pfkfb1
13008	SHANK1	Shank1	SHANK1_Shank1
13009	HIP1	Hip1	HIP1_Hip1
13010	TXNDC17	Txndc17	TXNDC17_Txndc17
13011	GCC2	Gcc2	GCC2_Gcc2
13012	COL14A1	Col14a1	COL14A1_Col14a1
13013	ZHX3	Zhx3	ZHX3_Zhx3
13014	PDE10A	Pde10a	PDE10A_Pde10a
13015	SLC5A12	Slc5a12	SLC5A12_Slc5a12
13016	SSBP4	Ssbp4	SSBP4_Ssbp4
13017	TBL1XR1	Tbl1xr1	TBL1XR1_Tbl1xr1
13018	KIAA0753	4933427D14Rik	KIAA0753_4933427D14Rik
13019	SMUG1	Smug1	SMUG1_Smug1
13020	MYH2	Myh2	MYH2_Myh2
13021	NCAPH2	Ncaph2	NCAPH2_Ncaph2
13022	LAMP2	Lamp2	LAMP2_Lamp2
13023	GPR143	Gpr143	GPR143_Gpr143
13024	SLAIN1	Slain1	SLAIN1_Slain1
13025	PANX3	Panx3	PANX3_Panx3
13026	ENPP7	Enpp7	ENPP7_Enpp7
13027	C16orf92	4930451I11Rik	C16orf92_4930451I11Rik
13028	B3GLCT	B3glct	B3GLCT_B3glct
13029	ACSL4	Acsl4	ACSL4_Acsl4
13030	KRTAP1-5	Krtap1-4	KRTAP1-5_Krtap1-4
13031	TSPEAR	Tspear	TSPEAR_Tspear
13032	JAK2	Jak2	JAK2_Jak2
13033	CACNB4	Cacnb4	CACNB4_Cacnb4
13034	SARAF	Saraf	SARAF_Saraf
13035	ATG2A	Atg2a	ATG2A_Atg2a
13036	GJA5	Gja5	GJA5_Gja5
13037	NIPA1	Nipa1	NIPA1_Nipa1
13038	RBMS3	Rbms3	RBMS3_Rbms3
13039	TGM5	Tgm5	TGM5_Tgm5
13040	PRR18	Prr18	PRR18_Prr18
13041	DKKL1	Dkkl1	DKKL1_Dkkl1
13042	ZMYM5	Zmym5	ZMYM5_Zmym5
13043	B3GALT5	B3galt5	B3GALT5_B3galt5
13044	ZNF384	Zfp384	ZNF384_Zfp384
13045	CCDC47	Ccdc47	CCDC47_Ccdc47
13046	STRIT1	Strit1	STRIT1_Strit1
13047	RSAD1	Rsad1	RSAD1_Rsad1
13048	GLMN	Glmn	GLMN_Glmn
13049	ST18	St18	ST18_St18
13050	PTP4A2	Ptp4a2	PTP4A2_Ptp4a2
13051	KRT28	Krt28	KRT28_Krt28
13052	BPHL	Bphl	BPHL_Bphl
13053	NT5C3A	Nt5c3	NT5C3A_Nt5c3
13054	SLC35A5	Slc35a5	SLC35A5_Slc35a5
13055	CYREN	Cyren	CYREN_Cyren
13056	PLXNC1	Plxnc1	PLXNC1_Plxnc1
13057	KLK10	Klk10	KLK10_Klk10
13058	SOX17	Sox17	SOX17_Sox17
13059	MYCBPAP	Mycbpap	MYCBPAP_Mycbpap
13060	EIF3D	Eif3d	EIF3D_Eif3d
13061	GUSB	Gusb	GUSB_Gusb
13062	FTO	Fto	FTO_Fto
13063	BTK	Btk	BTK_Btk
13064	P2RX7	P2rx7	P2RX7_P2rx7
13065	RAB40C	Rab40c	RAB40C_Rab40c
13066	GNG8	Gng8	GNG8_Gng8
13067	MRGBP	Mrgbp	MRGBP_Mrgbp
13068	CXCL10	Cxcl10	CXCL10_Cxcl10
13069	RENBP	Renbp	RENBP_Renbp
13070	TYROBP	Tyrobp	TYROBP_Tyrobp
13071	NSRP1	Nsrp1	NSRP1_Nsrp1
13072	FAM222A	Fam222a	FAM222A_Fam222a
13073	PGK1	Pgk1	PGK1_Pgk1
13074	LAPTM4B	Laptm4b	LAPTM4B_Laptm4b
13075	BCO2	Bco2	BCO2_Bco2
13076	POU3F3	Pou3f3	POU3F3_Pou3f3
13077	TRAPPC4	Trappc4	TRAPPC4_Trappc4
13078	METTL14	Mettl14	METTL14_Mettl14
13079	CCDC136	Ccdc136	CCDC136_Ccdc136
13080	HSPA8	Hspa8	HSPA8_Hspa8
13081	RPL27	Rpl27	RPL27_Rpl27
13082	GFRA4	Gfra4	GFRA4_Gfra4
13083	CRACR2B	Cracr2b	CRACR2B_Cracr2b
13084	DOP1A	Dop1a	DOP1A_Dop1a
13085	LAIR1	Lair1	LAIR1_Lair1
13086	HLA-DMB	H2-DMb2	HLA-DMB_H2-DMb2
13087	HEATR9	Heatr9	HEATR9_Heatr9
13088	ANKIB1	Ankib1	ANKIB1_Ankib1
13089	AMTN	Amtn	AMTN_Amtn
13090	UTF1	Utf1	UTF1_Utf1
13091	PM20D1	Pm20d1	PM20D1_Pm20d1
13092	MAP4K4	Map4k4	MAP4K4_Map4k4
13093	AGER	Ager	AGER_Ager
13094	SERTAD2	Sertad2	SERTAD2_Sertad2
13095	DIMT1	Dimt1	DIMT1_Dimt1
13096	ACOX2	Acox2	ACOX2_Acox2
13097	ANKRD35	Ankrd35	ANKRD35_Ankrd35
13098	RAB30	Rab30	RAB30_Rab30
13099	SLC2A3	Slc2a3	SLC2A3_Slc2a3
13100	CUL2	Cul2	CUL2_Cul2
13101	REPS2	Reps2	REPS2_Reps2
13102	KIAA2013	2510039O18Rik	KIAA2013_2510039O18Rik
13103	SHISA8	Shisa8	SHISA8_Shisa8
13104	PCDHGC3	Pcdhgc3	PCDHGC3_Pcdhgc3
13105	KLHL28	Klhl28	KLHL28_Klhl28
13106	PDP2	Pdp2	PDP2_Pdp2
13107	NPM2	Npm2	NPM2_Npm2
13108	NAT10	Nat10	NAT10_Nat10
13109	NRG2	Nrg2	NRG2_Nrg2
13110	FUCA2	Fuca2	FUCA2_Fuca2
13111	EML3	Eml3	EML3_Eml3
13112	TNKS	Tnks	TNKS_Tnks
13113	PDE3B	Pde3b	PDE3B_Pde3b
13114	ALKBH6	Alkbh6	ALKBH6_Alkbh6
13115	MSI1	Msi1	MSI1_Msi1
13116	RFT1	Rft1	RFT1_Rft1
13117	ATP2B1	Atp2b1	ATP2B1_Atp2b1
13118	FLOT2	Flot2	FLOT2_Flot2
13119	SEC22C	Sec22c	SEC22C_Sec22c
13120	CWF19L1	Cwf19l1	CWF19L1_Cwf19l1
13121	RHOT1	Rhot1	RHOT1_Rhot1
13122	MFAP2	Mfap2	MFAP2_Mfap2
13123	TCF21	Tcf21	TCF21_Tcf21
13124	SRD5A1	Srd5a1	SRD5A1_Srd5a1
13125	ATN1	Atn1	ATN1_Atn1
13126	SBNO2	Sbno2	SBNO2_Sbno2
13127	PLA2G2D	Pla2g2d	PLA2G2D_Pla2g2d
13128	TAB2	Tab2	TAB2_Tab2
13129	MIGA2	Miga2	MIGA2_Miga2
13130	KIAA1958	E130308A19Rik	KIAA1958_E130308A19Rik
13131	LINGO1	Lingo1	LINGO1_Lingo1
13132	HOXC5	Hoxc5	HOXC5_Hoxc5
13133	SLC25A47	Slc25a47	SLC25A47_Slc25a47
13134	H1-10	H1f10	H1-10_H1f10
13135	SYNCRIP	Syncrip	SYNCRIP_Syncrip
13136	RAD9A	Rad9a	RAD9A_Rad9a
13137	CCDC141	Ccdc141	CCDC141_Ccdc141
13138	FFAR3	Ffar3	FFAR3_Ffar3
13139	TNNC2	Tnnc2	TNNC2_Tnnc2
13140	PIGP	Pigp	PIGP_Pigp
13141	ZMYND8	Zmynd8	ZMYND8_Zmynd8
13142	KCNMB4	Kcnmb4	KCNMB4_Kcnmb4
13143	ELK3	Elk3	ELK3_Elk3
13144	MSL2	Msl2	MSL2_Msl2
13145	PAFAH1B3	Pafah1b3	PAFAH1B3_Pafah1b3
13146	NECTIN3	Nectin3	NECTIN3_Nectin3
13147	NAB2	Nab2	NAB2_Nab2
13148	MYOT	Myot	MYOT_Myot
13149	CNTN6	Cntn6	CNTN6_Cntn6
13150	RIC3	Ric3	RIC3_Ric3
13151	COQ4	Coq4	COQ4_Coq4
13152	LGALS9	Lgals9	LGALS9_Lgals9
13153	SCO1	Sco1	SCO1_Sco1
13154	ODAPH	Odaph	ODAPH_Odaph
13155	ABCA8	Abca8b	ABCA8_Abca8b
13156	RERGL	Rergl	RERGL_Rergl
13157	RASSF3	Rassf3	RASSF3_Rassf3
13158	ANPEP	Anpep	ANPEP_Anpep
13159	MBLAC2	Mblac2	MBLAC2_Mblac2
13160	ALDH1B1	Aldh1b1	ALDH1B1_Aldh1b1
13161	AHSA1	Ahsa1	AHSA1_Ahsa1
13162	GRSF1	Grsf1	GRSF1_Grsf1
13163	PSENEN	Psenen	PSENEN_Psenen
13164	EFCAB11	Efcab11	EFCAB11_Efcab11
13165	CDK15	Cdk15	CDK15_Cdk15
13166	RTEL1	Rtel1	RTEL1_Rtel1
13167	MATN2	Matn2	MATN2_Matn2
13168	FBXO47	Fbxo47	FBXO47_Fbxo47
13169	SYN1	Syn1	SYN1_Syn1
13170	PTPRG	Ptprg	PTPRG_Ptprg
13171	TUBG1	Tubg1	TUBG1_Tubg1
13172	SAPCD1	Sapcd1	SAPCD1_Sapcd1
13173	NPY	Npy	NPY_Npy
13174	CRYL1	Cryl1	CRYL1_Cryl1
13175	THOC1	Thoc1	THOC1_Thoc1
13176	DNAJC7	Dnajc7	DNAJC7_Dnajc7
13177	KRT18	Krt18	KRT18_Krt18
13178	FBXO38	Fbxo38	FBXO38_Fbxo38
13179	PLS3	Pls3	PLS3_Pls3
13180	LANCL1	Lancl1	LANCL1_Lancl1
13181	DOCK5	Dock5	DOCK5_Dock5
13182	GDPD5	Gdpd5	GDPD5_Gdpd5
13183	TAAR5	Taar5	TAAR5_Taar5
13184	TAPT1	Tapt1	TAPT1_Tapt1
13185	PPP2R2A	Ppp2r2a	PPP2R2A_Ppp2r2a
13186	EFCC1	Efcc1	EFCC1_Efcc1
13187	DDX49	Ddx49	DDX49_Ddx49
13188	MST1	Mst1	MST1_Mst1
13189	TFPI	Tfpi	TFPI_Tfpi
13190	GDF1	Gdf1	GDF1_Gdf1
13191	SCN9A	Scn9a	SCN9A_Scn9a
13192	LTF	Ltf	LTF_Ltf
